"Peel","Year","metric","value"
4,1997,"F",0.6802354
4,1998,"F",0.5797997
4,1999,"F",0.4499557
4,2000,"F",0.4694705
4,2001,"F",0.5499679
4,2002,"F",0.5119083
4,2003,"F",0.694324
4,2004,"F",0.8174726
4,2005,"F",1.054286
4,2006,"F",0.855212
4,2007,"F",0.4826002
4,2008,"F",0.4495916
4,2009,"F",0.4568021
4,2010,"F",0.3359703
4,2011,"F",0.2698828
5,1982,"SSB",21717.7
5,1983,"SSB",18670.47
5,1984,"SSB",15933.98
5,1985,"SSB",14256.25
5,1986,"SSB",12401.87
5,1987,"SSB",10653.15
5,1988,"SSB",8575.876
5,1989,"SSB",6387.58
5,1990,"SSB",5332.746
5,1991,"SSB",4745.145
5,1992,"SSB",4031.591
5,1993,"SSB",3565.91
5,1994,"SSB",3074.316
5,1995,"SSB",3286.725
5,1996,"SSB",3530.799
5,1997,"SSB",3947.191
5,1998,"SSB",4973.968
5,1999,"SSB",5747.823
5,2000,"SSB",6161.286
5,2001,"SSB",6338.254
5,2002,"SSB",6868.785
5,2003,"SSB",6620.156
5,2004,"SSB",5497.408
5,2005,"SSB",4655.858
5,2006,"SSB",3251.737
5,2007,"SSB",3060.406
5,2008,"SSB",3553.04
5,2009,"SSB",4641.918
5,2010,"SSB",5381.273
5,1982,"F",0.2184322
5,1983,"F",0.312729
5,1984,"F",0.378158
5,1985,"F",0.416347
5,1986,"F",0.3949064
5,1987,"F",0.3572825
5,1988,"F",0.4277917
5,1989,"F",0.3722281
5,1990,"F",0.2816806
5,1991,"F",0.4490111
5,1992,"F",0.4981088
5,1993,"F",0.8240361
5,1994,"F",1.065583
5,1995,"F",0.9799574
5,1996,"F",0.8048742
5,1997,"F",0.6844205
5,1998,"F",0.5829708
5,1999,"F",0.4514882
5,2000,"F",0.4707592
5,2001,"F",0.5515615
5,2002,"F",0.5127436
5,2003,"F",0.6954534
5,2004,"F",0.8147137
5,2005,"F",1.028211
5,2006,"F",0.8168806
5,2007,"F",0.4477779
5,2008,"F",0.410305
5,2009,"F",0.4049924
5,2010,"F",0.2861151
